artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Sisqo;Incomplete;274226;1999;119.311;hip hop, pop, R&B;0.443;1;-7.693
benny blanco;Eastside (with Halsey & Khalid);173799;2018;89.391;hip hop, pop;0.68;6;-7.648
Maroon 5;Maps;189840;2014;120.003;pop;0.723;1;-5.51
Meek Mill;Going Bad (feat. Drake);180522;2018;86.003;hip hop, pop;0.496;4;-6.365
J-Kwon;Tipsy - Club Mix;247106;2001;93.04;hip hop, pop;0.741;9;-5.827
O-Zone;Dragostea Din Tei;215431;2004;130.103;pop;0.965;0;-3.947
Rita Ora;How We Do (Party);247026;2012;116.024;hip hop, pop, Dance/Electronic;0.922;7;-3.94
Katy Perry;Part Of Me;216160;2012;130.028;pop;0.918;5;-4.63
Miley Cyrus;See You Again;190453;2007;138.975;pop;0.911;9;-5.098
Doja Cat;Juicy;202333;2019;170.037;pop;0.658;0;-2.61
Coldplay;Every Teardrop Is a Waterfall;240796;2011;117.98;rock, pop;0.732;9;-6.883
Musiq Soulchild;Love;304666;2000;99.738;pop, R&B;0.385;1;-9.919
Billie Eilish;lovely (with Khalid);200185;2018;115.284;pop, Dance/Electronic;0.296;4;-10.109
Chris Brown;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);222586;2011;146.155;hip hop, pop, R&B;0.677;11;-6.128
Christina Aguilera;Dirrty (feat. Redman);298853;2002;99.931;pop;0.889;2;-3.073
Bruno Mars;"Finesse - Remix; feat. Cardi B";217288;2017;105.115;pop;0.859;5;-4.877
Rihanna;Shut Up And Drive;212280;2008;132.964;hip hop, pop, R&B;0.826;1;-4.902
3 Doors Down;Here Without You;238733;2002;143.994;pop, rock, metal;0.533;10;-6.817
Steve Aoki;Just Hold On;198774;2016;114.991;hip hop, pop, Dance/Electronic;0.932;11;-3.515
Michel Teló;Ai Se Eu Te Pego - Live;166866;2012;96.055;country, latin;0.935;11;-4.55
blink-182;All The Small Things;167066;1999;148.726;rock, pop;0.897;0;-4.918
Robbie Williams;Candy;201053;2012;116.043;pop, rock;0.791;10;-6.63
Nelly Furtado;Promiscuous;242293;2006;114.328;hip hop, pop, latin;0.97;10;-6.098
Calvin Harris;I'm Not Alone - Radio Edit;210973;2009;130.99;hip hop, pop, Dance/Electronic;0.684;7;-6.614
Justin Timberlake;Summer Love;252973;2006;95.802;pop;0.591;0;-7.228
Avicii;Waiting For Love;230613;2015;127.999;pop, Dance/Electronic;0.736;6;-3.863
David Guetta;Flames;194680;2018;93.95;hip hop, pop, Dance/Electronic;0.649;5;-5.892
Years & Years;Shine;255506;2015;108.002;pop, Dance/Electronic;0.716;1;-5.21
The Shapeshifters;Lola's Theme - Radio Edit;207066;2004;123.925;Dance/Electronic;0.845;5;-4.612
Marshmello;Happier;214289;2018;100.015;pop, Dance/Electronic;0.792;5;-2.749
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
Beyoncé;Sorry;232560;2016;129.988;pop, R&B;0.598;2;-7.274
Eminem;We Made You;269613;2009;114.003;hip hop;0.853;2;-1.203
Mike Posner;Cooler Than Me - Single Mix;213293;2010;129.965;hip hop, pop, Dance/Electronic;0.82;7;-4.63
Las Ketchup;The Ketchup Song (Aserejé) - Spanglish Version;213973;2002;184.819;set();0.923;1;-6.777
Akon;Locked Up;235066;2004;89.987;pop;0.579;7;-4.475
Marshmello;One Thing Right;181823;2019;88.042;pop, Dance/Electronic;0.625;4;-2.253
Cardi B;Bodak Yellow;223712;2018;125.022;hip hop, pop;0.703;11;-6.337
Alien Ant Farm;Smooth Criminal;209266;2001;126.928;rock, metal;0.964;9;-4.261
Young T & Bugsey;Strike a Pose (feat. Aitch);214203;2019;137.776;hip hop;0.581;1;-5.801
M83;Midnight City;243960;2011;105.013;rock, pop, metal, Dance/Electronic;0.729;11;-5.399
Jason Derulo;Ridin' Solo;215746;2010;89.338;hip hop, pop;0.83;9;-4.02
Lil Wayne;6 Foot 7 Foot;248586;2011;79.119;hip hop, pop;0.752;2;-5.429
Eminem;Stan;404106;2000;80.063;hip hop;0.768;6;-4.325
Kygo;It Ain't Me (with Selena Gomez);220780;2017;99.968;pop, Dance/Electronic;0.533;0;-6.596
Madonna;Don't Tell Me;280973;2000;99.965;pop;0.618;7;-7.338
Taylor Swift;Shake It Off;219200;2014;160.078;pop;0.8;7;-5.384
Madonna;Music;225973;2000;119.854;pop;0.802;7;-8.527
T.I.;Dead And Gone;299746;2008;135.021;hip hop, pop;0.746;0;-4.99
Green Day;Boulevard of Broken Dreams;261266;2004;167.046;rock;0.679;8;-3.68
Calvin Harris;How Deep Is Your Love;212640;2015;122.003;hip hop, pop, Dance/Electronic;0.868;11;-4.373
Ciara;Promise;267413;2006;123.279;pop, R&B;0.629;9;-5.757
Atomic Kitten;Whole Again;185013;2001;94.019;pop;0.706;4;-4.653
Sean Paul;No Lie;221176;2018;102.04;hip hop, pop;0.882;7;-2.862
P!nk;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";215413;2016;162.958;pop;0.702;7;-5.92
Timbaland;The Way I Are;179120;2007;114.759;hip hop, pop, R&B;0.807;3;-6.492
OneRepublic;Counting Stars;257386;2014;122.014;pop;0.705;1;-4.972
Kendrick Lamar;DNA.;185946;2017;139.928;hip hop;0.517;0;-6.759
Adam Lambert;Whataya Want from Me;227320;2009;185.934;pop;0.672;11;-4.706
Default;Wasting My Time;268693;2001;147.973;rock, pop, metal;0.769;2;-5.529
Jamie Foxx;Blame It;289746;2008;176.052;hip hop, pop, R&B;0.614;7;-5.426
Soulja Boy;Kiss Me Thru The Phone;193386;2008;149.998;hip hop, pop;0.712;7;-3.781
Eve;Gangsta Lovin';239266;2002;94.332;hip hop, pop, R&B;0.84;1;-3.523
OPM;Heaven Is a Halfpipe (If I Die);257426;2000;95.9;rock;0.894;8;-6.886
Lady Gaga;The Edge Of Glory;320546;2011;127.952;pop;0.768;9;-6.477
MARINA;Primadonna;221075;2012;127.98;pop, Dance/Electronic;0.689;4;-2.671
Alexandra Burke;Bad Boys (feat. Flo Rida);206480;2009;140.029;pop;0.866;1;-3.684
Sean Paul;Like Glue;232506;2002;97.917;hip hop, pop;0.78;1;-5.038
Icona Pop;I Love It (feat. Charli XCX);157152;2013;125.916;pop, Dance/Electronic;0.906;8;-2.671
Katy Perry;I Kissed A Girl;179640;2008;129.996;pop;0.76;5;-3.173
Maroon 5;This Love;206200;2002;95.051;pop;0.862;5;-4.612
Shawn Mendes;There's Nothing Holdin' Me Back;199440;2017;121.996;pop;0.8;2;-4.035
99 Souls;The Girl Is Mine;216613;2016;118.991;Dance/Electronic;0.943;9;-3.6
Outkast;The Way You Move (feat. Sleepy Brown);234000;2003;125.999;hip hop, pop;0.597;5;-4.932
Ne-Yo;Miss Independent;232000;2008;171.812;pop, R&B;0.673;1;-5.714
The Calling;Wherever You Will Go;208600;2001;112.027;pop;0.719;2;-5.113
Ylvis;The Fox (What Does the Fox Say?);213708;2013;128.008;hip hop;0.867;6;-4.292
David Banner;Play;230133;2005;95.027;hip hop, pop;0.658;1;-8.013
The Vamps;All Night;197640;2017;144.992;pop;0.804;8;-5.194
Jason Derulo;Whatcha Say;221253;2010;144.036;hip hop, pop;0.711;11;-5.507
Faith Evans;I Love You;267160;2001;168.004;hip hop, pop, R&B;0.757;11;-4.062
Ed Sheeran;Shape of You;233712;2017;95.977;pop;0.652;1;-3.183
Bow Wow;Bounce With Me (feat. Xscape) - Edited Album Version;175893;2000;72.016;hip hop, pop, R&B;0.75;8;-5.153
Rihanna;Umbrella;275986;2008;174.028;hip hop, pop, R&B;0.829;1;-4.603
Maroon 5;Sugar;235493;2014;120.042;pop;0.783;1;-7.077
Eminem;'Till I Collapse;297786;2002;171.447;hip hop;0.847;1;-3.237
Kelly Rowland;Commander;218106;2011;124.638;hip hop, pop, R&B;0.876;11;-3.859
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
3 Doors Down;It's Not My Time;241960;2008;127.962;pop, rock, metal;0.934;0;-4.808
Ariana Grande;Problem;193920;2014;103.008;pop;0.805;1;-5.352
*NSYNC;It's Gonna Be Me;191040;2000;165.09;pop;0.874;0;-4.666
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Mariah Carey;Obsessed;242200;2009;86.443;pop, R&B;0.468;10;-5.557
Fat Joe;Make It Rain;247413;2006;149.28;hip hop, pop;0.697;11;-5.063
Sean Kingston;Eenie Meenie;201946;2010;121.223;hip hop, pop, R&B;0.607;1;-4.168
Blue;If You Come Back;207560;2001;78.375;pop;0.707;10;-4.487
2 Chainz;It's A Vibe;210200;2017;73.003;hip hop, pop;0.502;7;-7.38
Kygo;Firestone;271640;2016;113.927;pop, Dance/Electronic;0.634;11;-7.374
Bubba Sparxxx;Ms. New Booty;252653;2005;129.37;hip hop, pop, country;0.62;1;-5.931
Tiësto;Jackie Chan;215759;2018;128.005;pop, Dance/Electronic;0.834;3;-2.867
One Direction;Perfect;230333;2015;99.933;pop;0.823;2;-5.231
The Prodigy;Omen;216026;2009;140.002;rock, pop, Dance/Electronic;0.953;7;-5.172
Lil Peep;Save That Shit;231546;2017;105.997;hip hop;0.583;2;-8.672
Naughty Boy;La La La;220779;2013;124.988;Dance/Electronic;0.677;6;-4.399
Flo Rida;Right Round;204640;2009;124.986;hip hop, pop;0.672;7;-6.852
Kasabian;Fire;252279;2009;117.029;rock;0.742;10;-5.643
Lil Dicky;Freaky Friday (feat. Chris Brown);216631;2018;133.123;hip hop, pop;0.599;8;-5.042
Ray J;Sexy Can I feat. Yung Berg;204040;2008;172.155;hip hop, pop, R&B;0.684;1;-6.007
Lasgo;Something;220973;2001;140.01;pop;0.981;7;-6.644
Katie Melua;The Closest Thing to Crazy;252466;2003;127.831;pop, easy listening, jazz;0.219;4;-13.2
Alesso;Years - ラジオ・エディット;195480;2012;128.008;pop, Dance/Electronic;0.823;2;-6.245
Musiq Soulchild;Halfcrazy;254493;2002;101.955;pop, R&B;0.77;11;-6.057
Nelly;Hot In Herre;228240;2002;107.075;hip hop, pop, R&B;0.745;11;-4.753
T-Pain;I'm Sprung;231040;2005;99.991;hip hop, pop, R&B;0.329;0;-11.617
Leona Lewis;Better in Time;234173;2007;163.953;pop, R&B;0.7;6;-4.251
5 Seconds of Summer;She Looks So Perfect;202496;2014;160.025;pop;0.951;9;-4.237
Yo Gotti;Rake It Up (feat. Nicki Minaj);276333;2017;149.953;hip hop, pop;0.444;1;-8.126
LMFAO;Party Rock Anthem;262146;2011;130.014;hip hop, pop, Dance/Electronic;0.736;5;-4.168
Duke Dumont;Need U (100%) [feat. A*M*E] - Radio Edit;174853;2013;124.047;pop, Dance/Electronic;0.835;0;-5.705
Sophie Ellis-Bextor;Murder On The Dancefloor;230013;2002;117.31;pop, Dance/Electronic;0.848;1;-5.285
Kelly Clarkson;Miss Independent;214773;2003;175.943;pop, R&B;0.615;11;-6.359
Pitbull;Hotel Room Service;238506;2009;126.003;hip hop, pop, latin;0.599;6;-8.164
Maluma;Corazón (feat. Nego do Borel);184720;2018;198.075;latin;0.738;9;-6.073
Christina Perri;human;250706;2013;143.808;pop;0.489;8;-6.286
Bazzi;Mine;131064;2018;142.929;pop, Dance/Electronic;0.789;4;-3.874
The Chainsmokers;#SELFIE - Original Mix;183750;2014;127.955;pop, Dance/Electronic;0.915;0;-3.263
The Saturdays;What About Us;220682;2013;123.973;pop, Dance/Electronic;0.68;7;-4.751
Duffy;Mercy;219920;2008;129.911;pop, R&B;0.859;0;-3.774
Ryan Cabrera;True;204173;2004;96.938;pop;0.4;6;-10.054
Donell Jones;Where I Wanna Be;253626;1999;102.053;pop, R&B;0.396;5;-9.131
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Travis;Sing;228800;2001;163.142;rock, pop;0.905;4;-5.047
Post Malone;Congratulations;220293;2016;123.146;hip hop;0.804;6;-4.183
Pixie Lott;Mama Do (Uh Oh, Uh Oh);196520;2009;119.918;pop, Dance/Electronic;0.873;3;-4.711
Edward Maya;Stereo Love - Radio Edit;184573;2010;127.041;pop;0.783;1;-3.896
Enrique Iglesias;SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox);207680;2017;91.011;pop, latin;0.822;0;-3.304
Ludacris;Get Back;270746;2004;171.609;hip hop, pop;0.639;1;-5.16
Becky G;Sin Pijama;188560;2018;94.014;pop, latin;0.745;11;-3.695
Ashley O;On A Roll;154447;2019;125.011;set();0.81;5;-6.354
LeAnn Rimes;Can't Fight The Moonlight;215506;2001;97.865;pop, country;0.834;6;-6.341
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Cascada;Everytime We Touch - Radio Edit;199120;2011;142.019;hip hop, pop, Dance/Electronic;0.977;8;-5.369
Gareth Gates;Unchained Melody;233666;2003;106.52;pop;0.426;10;-8.049
Da Brat;What'chu Like (feat. Tyrese);221160;2000;99.974;hip hop, pop, R&B;0.681;10;-8.951
Russ Millions;Keisha & Becky - Remix;252906;2019;140.969;pop;0.471;6;-9.545
21 Savage;Bank Account;220306;2017;75.016;hip hop;0.347;8;-8.227
Lifehouse;Hanging By A Moment;216360;2000;124.599;pop, rock, metal;0.858;1;-4.903
Usher;DJ Got Us Fallin' In Love (feat. Pitbull);220800;2010;119.963;hip hop, pop, R&B;0.861;7;-3.398
Asaf Avidan & the Mojos;One Day / Reckoning Song (Wankelmut Remix) [Radio Edit];212360;2012;119.012;pop;0.676;3;-6.366
Gabrielle;Rise;219093;2001;144.673;pop, R&B;0.481;8;-9.487
Ne-Yo;Sexy Love;220853;2006;94.02;pop, R&B;0.516;8;-6.446
Kris Allen;Live Like We're Dying;212506;2009;92.011;pop;0.893;0;-2.948
Avicii;Levels - Radio Edit;199906;2011;126.04;pop, Dance/Electronic;0.889;1;-5.941
Justin Bieber;One Time;215866;2009;145.999;pop;0.853;1;-2.528
Destiny's Child;Lose My Breath;242013;2004;119.011;pop, R&B;0.899;1;-5.958
The Veronicas;Untouched;255360;2005;177.008;pop, Dance/Electronic;0.783;6;-4.893
Jon Bellion;All Time Low;217603;2016;90.246;hip hop, pop;0.567;0;-4.188
M.I.A.;Paper Planes;205200;2007;172.247;pop, rock;0.848;2;-6.175
Fergie;Big Girls Don't Cry (Personal);268120;2006;113.082;pop, R&B;0.641;7;-4.296
50 Cent;Just A Lil Bit;237706;2005;96.946;hip hop, pop;0.692;1;-6.672
Christina Aguilera;Come on over Baby (All I Want Is You) - Radio Version;203333;1999;118.903;pop;0.915;8;-3.205
David Guetta;2U (feat. Justin Bieber);194896;2017;144.937;hip hop, pop, Dance/Electronic;0.65;8;-5.827
Alec Benjamin;Let Me Down Slowly;169353;2018;150.073;rock, pop, Dance/Electronic;0.557;1;-5.714
B Young;Jumanji;173153;2018;95.948;hip hop, Dance/Electronic;0.473;10;-9.86
Jeremih;oui;238320;2015;78.521;hip hop, pop, R&B;0.724;5;-3.724
AlunaGeorge;I'm In Control;209425;2016;104.013;pop, Dance/Electronic;0.847;11;-3.713
Sean Kingston;Take You There;236693;2008;115.033;hip hop, pop, R&B;0.921;5;-4.321
Maroon 5;One More Night;219546;2012;92.997;pop;0.821;5;-3.435
Katy Perry;Wide Awake;220946;2012;159.814;pop;0.683;5;-5.099
Chris Brown;Forever;278573;2008;120.005;hip hop, pop, R&B;0.82;11;-4.456
Lady A;Just A Kiss;218840;2011;142.881;pop, country;0.639;1;-5.826
Rihanna;We Found Love;215226;2011;127.985;hip hop, pop, R&B;0.766;1;-4.485
Arctic Monkeys;Why'd You Only Call Me When You're High?;161123;2013;92.004;rock;0.631;2;-6.478
Fitz and The Tantrums;HandClap;193253;2016;139.956;pop, rock;0.836;8;-3.004
Chris Brown;Loyal (feat. Lil Wayne & Tyga);264946;2014;99.059;hip hop, pop, R&B;0.522;10;-5.963
Missy Elliott;Get Ur Freak On;211120;2001;177.87;hip hop, pop, R&B;0.75;0;-9.369
Britney Spears;My Prerogative;213893;2004;111.014;pop;0.938;10;-4.423
Trillville;Some Cut;283454;2004;84.995;hip hop, pop;0.515;1;-6.626
Mabel;Mad Love;169813;2019;198.065;pop, Dance/Electronic;0.803;0;-2.974
Macklemore;Glorious (feat. Skylar Grey);220454;2017;139.994;hip hop, pop;0.794;0;-5.126
iann dior;gone girl;136568;2019;94.956;hip hop, pop;0.714;11;-5.637
Fergie;Glamorous;246600;2006;130.993;pop, R&B;0.757;0;-6.447
T.I.;Whatever You Like;249533;2008;150.053;hip hop, pop;0.687;9;-6.162
David Guetta;Memories (feat. Kid Cudi);210853;2010;129.983;hip hop, pop, Dance/Electronic;0.916;8;-3.932
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706;2016;100.017;pop;0.563;1;-8.053
David Guetta;Who's That Chick? (feat. Rihanna);201040;2010;127.938;hip hop, pop, Dance/Electronic;0.602;11;-4.733
KT Tunstall;Black Horse And The Cherry Tree;172373;2005;104.833;World/Traditional, pop, Folk/Acoustic;0.786;4;-7.788
Tiësto;Red Lights;263890;2013;124.989;pop, Dance/Electronic;0.829;10;-4.783
Nickelback;Far Away;238173;2005;132.918;rock, metal;0.797;6;-5.153
Ed Sheeran;Thinking out Loud;281560;2014;78.998;pop;0.445;2;-6.061
JAY-Z;03' Bonnie & Clyde;205560;2002;89.64;hip hop;0.678;9;-5.148
Sonique;It Feels So Good;240866;2000;135.012;pop;0.677;5;-7.278
Debelah Morgan;Dance with Me;220106;2000;115.005;pop, R&B;0.674;7;-7.981
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
Lady Gaga;Shallow;215733;2018;95.799;pop;0.385;7;-6.362
The Strumbellas;Spirits;203653;2016;80.529;rock, Folk/Acoustic, pop;0.658;0;-6.075
Olly Murs;Heart Skips a Beat (feat. Rizzle Kicks);202266;2011;110.621;pop, Dance/Electronic;0.881;9;-3.951
Avicii;The Nights;176658;2014;125.983;pop, Dance/Electronic;0.835;6;-5.298
Swedish House Mafia;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;206460;2010;125.03;pop, Dance/Electronic;0.929;7;-5.89
Timbaland;Give It To Me;234026;2007;110.621;hip hop, pop, R&B;0.711;8;-3.904
DJ Snake;Taki Taki (with Selena Gomez, Ozuna & Cardi B);212500;2018;95.881;hip hop, pop, Dance/Electronic;0.801;8;-4.167
Rihanna;Pon de Replay;246960;2005;99.019;hip hop, pop, R&B;0.64;7;-8.415
Luis Fonsi;Échame La Culpa;173720;2017;95.989;pop, latin;0.892;0;-3.641
BØRNS;Electric Love;218173;2015;120.063;rock, pop;0.858;6;-6.536
Elliott Yamin;Wait for You;261320;2007;116.027;set();0.487;0;-6.734
Lil Pump;Gucci Gang;124055;2017;119.889;hip hop;0.523;5;-6.71
T-Pain;I'm N Luv (Wit a Stripper) (feat. Mike Jones);265333;2005;145.171;hip hop, pop, R&B;0.368;8;-10.38
Lil Tecca;Ransom;131240;2019;179.974;hip hop;0.642;7;-6.257
Oliver Heldens;Gecko (Overdrive) - Radio Edit;165440;2014;124.959;pop, Dance/Electronic;0.885;0;-5.469
D12;My Band;298773;2004;120.014;hip hop, pop, rock;0.849;1;-3.383
The Weeknd;The Hills;242253;2015;113.003;pop, R&B;0.564;0;-7.063
Mike Perry;The Ocean (feat. Shy Martin);183414;2016;90.037;pop, Dance/Electronic;0.575;5;-6.478
Gnarls Barkley;Crazy;177466;2006;111.97;hip hop, R&B;0.587;8;-4.589
JAY-Z;Numb / Encore;205733;2004;107.045;hip hop;0.793;2;-4.254
Alicia Keys;Karma;256000;2003;85.098;pop, R&B;0.736;10;-6.203
Wiley;Boasty (feat. Idris Elba);177185;2019;102.958;hip hop, Dance/Electronic;0.765;2;-5.207
Justin Bieber;Love Yourself;233720;2015;100.418;pop;0.378;4;-9.828
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);223973;2003;192.082;hip hop, pop, R&B;0.6;9;-6.569
Nickelback;Rockstar;252040;2005;144.072;rock, metal;0.91;0;-3.004
Zedd;Stay The Night - Featuring Hayley Williams Of Paramore;217346;2014;127.961;hip hop, pop, Dance/Electronic;0.738;8;-3.109
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
Migos;T-Shirt;242407;2017;139.023;hip hop, pop;0.687;10;-3.744
Robbie Williams;Tripping;276603;2005;118.014;pop, rock;0.922;2;-4.458
Roger Sanchez;Another Chance;452906;2000;127.993;Dance/Electronic;0.82;3;-10.029
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
Coldplay;Adventure of a Lifetime;263786;2015;111.995;rock, pop;0.924;7;-3.887
Chingy;One Call Away;276800;2003;162.519;hip hop, pop, R&B;0.821;4;-5.926
XXXTENTACION;changes;121886;2018;64.934;hip hop;0.308;11;-10.068
Natalie La Rose;Somebody;189906;2014;104.99;set();0.52;0;-8.714
The Pussycat Dolls;Don't Cha;272080;2005;120.003;pop, R&B;0.631;1;-3.475
Taylor Swift;Style;231000;2014;94.933;pop;0.791;7;-5.595
Tones And I;Dance Monkey;209438;2019;98.027;pop;0.588;6;-6.4
J. Holiday;Suffocate - Superclean;220053;2007;82.82;hip hop, pop, R&B, Dance/Electronic;0.445;9;-8.391
Shawn Mendes;Mercy;208733;2017;148.127;pop;0.674;4;-4.882
Coldplay;Violet Hill;222653;2008;76.093;rock, pop;0.58;1;-7.875
Red Hot Chili Peppers;The Adventures of Rain Dance Maggie;282400;2011;106.254;rock;0.734;4;-4.523
Rihanna;Te Amo;208426;2009;171.917;hip hop, pop, R&B;0.707;8;-5.455
Skrillex;Bangarang (feat. Sirah);215253;2011;110.026;hip hop, pop, Dance/Electronic;0.972;7;-2.302
Armin van Buuren;This Is What It Feels Like;204360;2013;129.885;pop, Dance/Electronic;0.833;8;-5.217
Linkin Park;New Divide;268613;2009;117.971;rock, metal;0.808;5;-3.365
Demi Lovato;Confident;205745;2015;130.064;pop;0.749;3;-6.251
A$AP Rocky;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);233786;2013;95.967;hip hop;0.693;1;-6.87
Kesha;We R Who We R;204760;2010;119.95;pop, Dance/Electronic;0.817;8;-4.9
Blueface;Thotiana;129264;2018;104.025;hip hop;0.382;10;-12.89
2Pac;Until The End Of Time;266506;2001;96.976;hip hop;0.706;8;-6.665
Snoop Dogg;Drop It Like It's Hot;266066;2004;92.063;hip hop, pop;0.628;1;-3.832
Céline Dion;That's the Way It Is;241373;1999;93.04;pop;0.886;9;-5.424
Bon Jovi;It's My Life;224493;2000;119.992;rock, metal;0.913;0;-4.063
Seether;Fake It;193893;2007;132.078;rock, metal;0.95;8;-3.509
Rihanna;Man Down;267000;2010;155.788;hip hop, pop, R&B;0.904;0;-4.024
Sugababes;Freak Like Me;195866;2002;91.868;pop, R&B;0.919;5;-3.451
Drake;I'm Upset;214466;2018;150.002;hip hop, pop, R&B;0.586;11;-7.866
Martin Solveig;Intoxicated - New Radio Mix;159693;2015;125.004;pop, Dance/Electronic;0.677;0;-4.023
Missy Elliott;One Minute Man (feat. Ludacris);252986;2001;93.839;hip hop, pop, R&B;0.669;9;-8.419
Mark Ronson;Stop Me (feat. Daniel Merriweather);232946;2007;118.035;pop;0.906;0;-4.334
Plies;Bust It Baby, Pt. 2 (feat. Ne-Yo);240760;2008;78.946;hip hop, pop, R&B;0.801;5;-7.24
Sandi Thom;I Wish I Was a Punk Rocker (with Flowers in My Hair);151640;2006;108.102;World/Traditional, pop;0.465;4;-6.815
Joe;Stutter (feat. Mystikal) - Double Take Remix;213026;2000;89.989;pop, R&B;0.759;6;-6.516
Beyoncé;Irreplaceable;227853;2007;175.868;pop, R&B;0.694;7;-4.637
Fedde Le Grand;Put Your Hands Up For Detroit - Radio Edit;150533;2015;127.995;pop, Dance/Electronic;0.931;7;-4.474
Jason Aldean;Big Green Tractor;204200;2009;137.077;country;0.596;4;-5.035
Camila Cabello;Liar;207038;2019;98.016;pop;0.498;11;-6.684
EO;German;170825;2018;103.019;set();0.583;8;-6.26
Ne-Yo;Closer;234360;2008;126.027;pop, R&B;0.745;4;-6.437
Rascal Flatts;Life is a Highway;276773;2006;103.055;country;0.936;5;-5.409
Kelly Clarkson;Since U Been Gone;188960;2004;130.999;pop, R&B;0.739;9;-5.354
Robin Thicke;Blurred Lines;263053;2013;120.0;pop, R&B;0.504;7;-7.707
Jaheim;Put That Woman First;245773;2002;78.935;pop, R&B;0.536;5;-8.804
t.A.T.u.;All The Things She Said;214440;2020;179.92;pop;0.834;5;-5.767
Rihanna;Don't Stop The Music;267080;2008;122.668;hip hop, pop, R&B;0.669;6;-5.582
Gorillaz;Feel Good Inc.;222640;2005;138.559;hip hop;0.705;6;-6.679
2Pac;Ghetto Gospel;238053;2004;80.569;hip hop;0.614;5;-5.352
Tove Lo;Habits (Stay High);209160;2014;110.003;pop, Dance/Electronic;0.65;5;-3.539
Santana;Into the Night (feat. Chad Kroeger);222440;2007;127.981;rock, blues, latin;0.844;7;-4.678
Destiny's Child;Say My Name;271333;1999;138.009;pop, R&B;0.678;5;-3.525
Gotye;Somebody That I Used To Know;244884;2011;129.054;set();0.527;0;-6.896
DJ Snake;Turn Down for What;213733;2013;100.014;hip hop, pop, Dance/Electronic;0.799;1;-4.1
Avril Lavigne;My Happy Ending;242413;2004;170.229;pop;0.936;2;-2.407
Three Days Grace;I Hate Everything About You;231480;2003;89.342;rock, metal;0.83;6;-5.157
Spiderbait;Black Betty - Edit;205973;2004;124.047;rock;0.865;7;-6.476
Justin Bieber;Boyfriend;171333;2012;96.979;pop;0.55;10;-6.019
Eminem;Sing For The Moment;339546;2002;163.961;hip hop;0.824;5;-4.164
Ariana Grande;7 rings;178626;2019;140.048;pop;0.317;1;-10.732
Linkin Park;Faint;162600;2003;135.095;rock, metal;0.978;4;-3.554
DJ Snake;Let Me Love You;205946;2016;99.988;hip hop, pop, Dance/Electronic;0.716;8;-5.371
Christina Aguilera;Ain't No Other Man;228906;2006;127.91;pop;0.742;7;-4.722
One Direction;Best Song Ever;200106;2013;118.491;pop;0.877;1;-2.986
Michael Jackson;You Rock My World;337733;2001;95.0;pop, R&B;0.673;4;-3.132
Jagged Edge;Where the Party At (feat. Nelly);232573;2001;129.491;hip hop, pop, R&B;0.661;5;-6.239
Arctic Monkeys;I Bet You Look Good On The Dancefloor;173680;2006;103.183;rock;0.948;6;-4.19
The Kooks;Naive;203506;2006;100.304;rock;0.808;8;-6.209
Coldplay;In My Place;226680;2002;144.636;rock, pop;0.588;9;-5.455
Clean Bandit;Solo (feat. Demi Lovato);222653;2018;105.005;pop, Dance/Electronic;0.636;11;-4.546
Example;Kickstarts;181826;2010;126.056;pop, Dance/Electronic;0.836;5;-4.455
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";322226;2004;171.355;hip hop;0.735;2;-4.616
Snoop Dogg;Young, Wild & Free (feat. Bruno Mars);207333;2011;95.078;hip hop, pop;0.655;0;-6.425
Jennifer Lopez;Ain't It Funny;246160;2001;99.825;hip hop, pop, R&B;0.869;5;-4.525
Ja Rule;Always On Time;245133;2001;96.673;hip hop, pop, R&B;0.706;5;-6.104
Twista;Sunshine (feat. Anthony Hamilton);226013;2004;98.523;hip hop, pop, R&B;0.888;11;-5.337
Franz Ferdinand;Take Me Out;237026;2004;104.561;rock;0.663;4;-8.821
Eiffel 65;Move Your Body - Gabry Ponte Original Radio Edit;268863;1999;129.962;pop;0.958;7;-9.664
Martin Garrix;Scared to Be Lonely;220883;2017;137.972;pop, Dance/Electronic;0.54;1;-7.786
